Timestamp,Open,High,Low,Close,Volume,symbol,Date
1615939200.0,1.24974,1.43,1.20353,1.377,1094860557.7,ADA/USDT,2021-03-17
1616025600.0,1.3775,1.47299,1.22154,1.22925,1446280469.1,ADA/USDT,2021-03-18
1616112000.0,1.22966,1.34286,1.18003,1.29474,812311179.7,ADA/USDT,2021-03-19
1616198400.0,1.29499,1.30974,1.19978,1.20046,401638128.1,ADA/USDT,2021-03-20
1616284800.0,1.20048,1.24139,1.16,1.18561,305630409.8,ADA/USDT,2021-03-21
1616371200.0,1.18561,1.20782,1.067,1.1015,384255570.1,ADA/USDT,2021-03-22
1616457600.0,1.1015,1.1739,1.08145,1.11639,371967713.8,ADA/USDT,2021-03-23
1616544000.0,1.11563,1.1639,1.038,1.06902,354915791.2,ADA/USDT,2021-03-24
1616630400.0,1.06879,1.1535,1.04584,1.0956,527623538.8,ADA/USDT,2021-03-25
1616716800.0,1.09596,1.28755,1.09426,1.2142,671982901.0,ADA/USDT,2021-03-26
1616803200.0,1.21419,1.2389,1.15623,1.17678,270954337.7,ADA/USDT,2021-03-27
1616889600.0,1.17646,1.22,1.1665,1.18983,199736804.6,ADA/USDT,2021-03-28
1616976000.0,1.18983,1.22979,1.178,1.20239,263071765.2,ADA/USDT,2021-03-29
1617062400.0,1.2024,1.23555,1.18909,1.21189,257460678.6,ADA/USDT,2021-03-30
1617148800.0,1.212,1.21273,1.151,1.19191,302818874.6,ADA/USDT,2021-03-31
1617235200.0,1.19172,1.20772,1.17171,1.18377,212963382.6,ADA/USDT,2021-04-01
1617321600.0,1.1833,1.24796,1.18026,1.18998,314062254.4,ADA/USDT,2021-04-02
1617408000.0,1.18998,1.24078,1.15977,1.16238,313837978.9,ADA/USDT,2021-04-03
1617494400.0,1.16245,1.193,1.152,1.18206,204575492.2,ADA/USDT,2021-04-04
1617580800.0,1.18205,1.22647,1.16222,1.2118,318801564.5,ADA/USDT,2021-04-05
1617667200.0,1.21172,1.34359,1.1901,1.252,726926008.5,ADA/USDT,2021-04-06
1617753600.0,1.25217,1.29,1.1588,1.17359,405313990.0,ADA/USDT,2021-04-07
1617840000.0,1.17356,1.22502,1.16999,1.21926,215242842.9,ADA/USDT,2021-04-08
1617926400.0,1.21896,1.22907,1.19134,1.20201,156767192.2,ADA/USDT,2021-04-09
1618012800.0,1.20201,1.25199,1.19157,1.21747,290774078.0,ADA/USDT,2021-04-10
1618099200.0,1.21753,1.28989,1.199,1.26355,451246041.8,ADA/USDT,2021-04-11
1618185600.0,1.26376,1.348,1.2633,1.31431,559487897.9,ADA/USDT,2021-04-12
1618272000.0,1.31452,1.4378,1.28138,1.41246,605026285.0,ADA/USDT,2021-04-13
1618358400.0,1.41246,1.55845,1.348,1.45092,1053166777.6,ADA/USDT,2021-04-14
1618444800.0,1.4514,1.49539,1.41023,1.4782,413204000.6,ADA/USDT,2021-04-15
1618531200.0,1.47845,1.51915,1.334,1.40989,562141264.2,ADA/USDT,2021-04-16
1618617600.0,1.40989,1.45805,1.35501,1.36802,323840975.1,ADA/USDT,2021-04-17
1618704000.0,1.36861,1.38654,1.07204,1.27693,804838502.1,ADA/USDT,2021-04-18
1618790400.0,1.27655,1.32443,1.17122,1.1945,477279604.9,ADA/USDT,2021-04-19
1618876800.0,1.19451,1.28241,1.12685,1.26689,470266399.2,ADA/USDT,2021-04-20
1618963200.0,1.26665,1.29,1.19704,1.20358,404434984.0,ADA/USDT,2021-04-21
1619049600.0,1.20312,1.27984,1.1138,1.144,522618869.4,ADA/USDT,2021-04-22
1619136000.0,1.14443,1.16895,0.92,1.15866,989280841.9,ADA/USDT,2021-04-23
1619222400.0,1.15872,1.198,1.0927,1.10287,434215610.4,ADA/USDT,2021-04-24
1619308800.0,1.103,1.14678,1.0183,1.0913,305075283.55,ADA/USDT,2021-04-25
1619395200.0,1.091,1.2509,1.0793,1.2375,473369883.13,ADA/USDT,2021-04-26
1619481600.0,1.2377,1.3333,1.2232,1.3063,392979049.07,ADA/USDT,2021-04-27
1619568000.0,1.3063,1.3488,1.2326,1.3379,388598645.07,ADA/USDT,2021-04-28
1619654400.0,1.3373,1.4117,1.2661,1.3063,578529650.82,ADA/USDT,2021-04-29
1619740800.0,1.3066,1.3709,1.2855,1.3532,308696257.77,ADA/USDT,2021-04-30
1619827200.0,1.353,1.3678,1.3128,1.3516,208656399.38,ADA/USDT,2021-05-01
1619913600.0,1.3516,1.3556,1.2941,1.3267,218990273.64,ADA/USDT,2021-05-02
1620000000.0,1.3267,1.38,1.3208,1.3622,271187623.29,ADA/USDT,2021-05-03
1620086400.0,1.3627,1.3673,1.2557,1.2698,421500877.62,ADA/USDT,2021-05-04
1620172800.0,1.2699,1.497,1.2598,1.4798,579064616.22,ADA/USDT,2021-05-05
1620259200.0,1.4799,1.7,1.4288,1.6491,1342973403.72,ADA/USDT,2021-05-06
1620345600.0,1.6491,1.7478,1.526,1.653,789059200.98,ADA/USDT,2021-05-07
1620432000.0,1.6529,1.6543,1.5611,1.6211,393498897.98,ADA/USDT,2021-05-08
1620518400.0,1.6206,1.833,1.5726,1.7663,883091328.46,ADA/USDT,2021-05-09
1620604800.0,1.7662,1.8243,1.517,1.6423,712304913.86,ADA/USDT,2021-05-10
1620691200.0,1.6418,1.7791,1.5954,1.7632,524326718.11,ADA/USDT,2021-05-11
1620777600.0,1.7633,1.821,1.5462,1.5694,599710080.8,ADA/USDT,2021-05-12
1620864000.0,1.5669,1.9719,1.5,1.9296,1567655289.16,ADA/USDT,2021-05-13
1620950400.0,1.9289,2.043,1.8112,2.0069,695033070.96,ADA/USDT,2021-05-14
1621036800.0,2.0073,2.3789,1.9628,2.1744,1376815760.83,ADA/USDT,2021-05-15
1621123200.0,2.1754,2.47,2.0104,2.3002,1190745903.78,ADA/USDT,2021-05-16
1621209600.0,2.3002,2.329,1.9159,2.0307,1137971306.33,ADA/USDT,2021-05-17
1621296000.0,2.0301,2.1492,1.9712,2.0036,612259916.93,ADA/USDT,2021-05-18
1621382400.0,2.0036,2.0317,1.01,1.4663,2261842102.36,ADA/USDT,2021-05-19
1621468800.0,1.4676,1.9487,1.3218,1.8006,1331716279.01,ADA/USDT,2021-05-20
1621555200.0,1.8002,1.87,1.32,1.5493,1158826530.96,ADA/USDT,2021-05-21
1621641600.0,1.5493,1.602,1.3661,1.4629,800713185.45,ADA/USDT,2021-05-22
1621728000.0,1.4636,1.5397,1.051,1.3139,1461270087.31,ADA/USDT,2021-05-23
1621814400.0,1.3135,1.5974,1.2476,1.55,1034255631.11,ADA/USDT,2021-05-24
1621900800.0,1.5497,1.6499,1.4354,1.5532,807717267.52,ADA/USDT,2021-05-25
1621987200.0,1.5525,1.832,1.552,1.7791,857080518.13,ADA/USDT,2021-05-26
1622073600.0,1.7788,1.7885,1.6077,1.6552,590119092.56,ADA/USDT,2021-05-27
1622160000.0,1.6552,1.678,1.45,1.5133,817239543.16,ADA/USDT,2021-05-28
1622246400.0,1.5133,1.5624,1.335,1.4029,576104659.27,ADA/USDT,2021-05-29
1622332800.0,1.4035,1.7,1.3457,1.5751,764079031.67,ADA/USDT,2021-05-30
1622419200.0,1.5751,1.75,1.5249,1.7373,600116070.88,ADA/USDT,2021-05-31
1622505600.0,1.7376,1.7796,1.6531,1.7363,530252586.94,ADA/USDT,2021-06-01
1622592000.0,1.7362,1.8042,1.7173,1.7534,431644801.42,ADA/USDT,2021-06-02
